sort_variable,sort_type,sentiment_prone_direction,sentiment_prone_interpretation,month_end_date,spread_code,spread_return,long_code,short_code,return_leg
ME,continuous,low_minus_high,small_firms,2013-11-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,10.095371178018738,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2013-12-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-4.903852635048637,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2014-01-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,13.846319976165073,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2014-02-28,SENTIMENT_PRONE_MINUS_INSENSITIVE,0.7985312978419161,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2014-03-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-5.255721744638801,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2014-04-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,-2.8771177714951452,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2014-05-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,3.421343548527623,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2014-06-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,-0.11588997449758653,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2014-07-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,1.7026619696234195,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2014-08-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,2.972490186387349,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2014-09-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,2.3323925783629478,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2014-10-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-4.675972297240882,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2014-11-30,SENTIMENT_PRONE_MINUS_INSENSITIVE,-0.7043799782325557,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2014-12-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-6.029087673517514,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2015-01-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,-6.171371607617796,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2015-02-28,SENTIMENT_PRONE_MINUS_INSENSITIVE,-1.8680851530843459,P01,P10,directional_spread
ME,continuous,low_minus_high,small_firms,2015-03-31,SENTIMENT_PRONE_MINUS_INSENSITIVE,0.6201373745214022,P01,P10,directional_spread
